n,Radio,Masa,ρ_c/⟨ρ⟩
0.0,2.449489742783178,4.898979484062263,1.0000000003070215
1.0,3.1415926536056142,3.141592641690801,3.2898681462067514
1.5,3.65375373622965,2.7140551227977463,5.990704510419695
2.0,4.352874595935236,2.4110460171998263,11.402542837732431
3.0,6.896848619266521,2.0182359510038728,54.18248110372728
4.0,14.971546348211856,1.7972299144513972,622.4078821683944
5.0,,,
